id_piloto,id_corrida,tipo_stat,valor
135,292,1,96,23
135,292,2,2,00
135,292,3,80,86
135,292,4,77,58
135,292,5,17,00
135,292,6,11,96
63,292,1,87,73
63,292,2,1,00
63,292,3,82,81
63,292,4,76,59
63,292,5,9,00
63,292,6,19,49
72,292,1,94,33
72,292,2,3,00
72,292,3,80,86
72,292,4,78,24
72,292,5,15,00
72,292,6,12,32
193,292,1,89,88
193,292,2,1,00
193,292,3,84,23
193,292,4,76,29
193,292,5,10,00
193,292,6,12,04
8,292,1,96,39
8,292,2,3,00
8,292,3,84,62
8,292,4,75,16
8,292,5,19,00
8,292,6,16,26
1,293,1,89,56
1,293,2,2,00
1,293,3,82,54
1,293,4,78,35
1,293,5,10,00
1,293,6,9,23
63,293,1,88,23
63,293,2,2,00
63,293,3,80,66
63,293,4,75,57
63,293,5,9,00
63,293,6,7,66
180,293,1,99,30
180,293,2,1,00
180,293,3,81,34
180,293,4,77,62
180,293,5,19,00
180,293,6,15,41
154,293,1,83,29
154,293,2,2,00
154,293,3,83,62
154,293,4,77,59
154,293,5,2,00
86,97,5,8,00
154,293,6,12,23
23,293,1,86,19
23,293,2,1,00
23,293,3,84,98
23,293,4,79,60
23,293,5,5,00
23,293,6,7,96
25,293,1,91,47
25,293,2,3,00
25,293,3,81,68
25,293,4,79,98
25,293,5,12,00
25,293,6,17,89
25,293,1,87,78
25,293,2,1,00
25,293,3,82,16
25,293,4,76,05
25,293,5,8,00
25,293,6,15,29
196,293,1,81,39
196,293,2,2,00
196,293,3,81,29
196,293,4,76,07
196,293,5,1,00
196,293,6,13,40
2,293,1,96,07
2,293,2,1,00
2,293,3,81,86
2,293,4,78,60
2,293,5,17,00
77,236,3,83,36
77,236,4,77,71
37,285,3,84,83
37,285,4,76,81
37,285,5,18,00
37,285,6,16,77
42,285,1,81,89
42,285,2,1,00
42,285,3,82,17
42,285,4,76,30
136,291,2,1,00
136,291,3,83,73
136,291,4,76,72
136,291,5,13,00
136,291,6,17,26
152,291,1,95,57
152,291,2,1,00
152,291,3,81,66
157,293,3,81,18
157,293,4,79,08
157,293,5,4,00
157,293,6,5,48
37,293,1,87,65
37,293,2,2,00
37,293,3,81,12
37,293,4,76,43
37,293,5,7,00
37,293,6,10,06
49,293,1,91,31
49,293,2,1,00
49,293,3,81,36
49,293,4,76,63
49,293,5,11,00
49,293,6,5,17
54,293,1,93,96
54,293,2,2,00
54,293,3,82,59
54,293,4,76,99
54,293,5,15,00
156,97,3,80,30
54,293,6,13,06
5,293,1,84,04
5,293,2,3,00
5,293,3,81,18
126,97,2,3,00
5,293,4,78,07
5,293,5,3,00
5,293,6,14,27
133,293,1,99,42
133,293,2,2,00
133,293,3,81,38
133,293,4,75,46
133,293,5,20,00
133,293,6,18,40
79,293,1,86,78
79,293,2,1,00
79,293,3,80,80
79,293,4,79,51
79,293,5,6,00
79,293,6,18,63
167,293,1,93,75
167,293,2,2,00
167,293,3,82,12
167,293,4,75,65
167,293,5,13,00
167,293,6,8,73
21,293,1,99,08
21,293,2,3,00
21,293,3,83,33
21,293,4,76,78
21,293,5,18,00
21,293,6,18,03
170,293,1,95,74
170,293,2,2,00
170,293,3,80,72
170,293,4,75,09
170,293,5,16,00
170,293,6,7,20
198,294,1,83,05
198,294,2,2,00
198,294,3,83,99
198,294,4,78,59
198,294,5,5,00
198,294,6,8,85
110,294,1,87,60
110,294,2,3,00
110,294,3,82,59
110,294,4,78,75
110,294,5,11,00
110,294,6,18,99
114,294,1,97,06
114,294,2,3,00
114,294,3,82,68
114,294,4,77,22
114,294,5,17,00
114,294,6,12,03
100,294,1,89,14
100,294,2,3,00
100,294,3,81,54
100,294,4,75,07
100,294,5,13,00
100,294,6,18,93
19,294,1,82,16
19,294,2,3,00
19,294,3,83,97
19,294,4,77,49
19,294,5,4,00
19,294,6,13,33
184,294,1,85,63
184,294,2,1,00
184,294,3,83,05
184,294,4,79,80
184,294,5,8,00
184,294,6,16,42
180,294,1,85,50
180,294,2,3,00
180,294,3,84,03
180,294,4,79,35
180,294,5,7,00
180,294,6,8,69
192,294,1,83,12
192,294,2,3,00
192,294,3,83,89
192,294,4,77,08
192,294,5,6,00
192,294,6,11,56
160,294,1,92,25
160,294,2,1,00
160,294,3,83,66
160,294,4,77,34
160,294,5,15,00
160,294,6,12,69
158,294,1,90,80
158,294,2,3,00
158,294,3,80,37
158,294,4,78,24
158,294,5,14,00
158,294,6,9,65
115,294,1,88,32
115,294,2,3,00
115,294,3,83,47
115,294,4,76,38
115,294,5,12,00
115,294,6,5,13
60,294,1,97,93
60,294,2,2,00
60,294,3,83,96
60,294,4,76,70
60,294,5,18,00
60,294,6,15,82
182,294,1,86,24
182,294,2,1,00
182,294,3,82,96
182,294,4,79,78
182,294,5,9,00
182,294,6,11,96
109,294,1,81,51
109,294,2,3,00
109,294,3,80,51
109,294,4,79,65
109,294,5,2,00
109,294,6,19,14
179,294,1,94,13
179,294,2,3,00
179,294,3,84,68
179,294,4,77,59
179,294,5,16,00
179,294,6,19,24
192,294,1,81,55
192,294,2,1,00
192,294,3,80,04
192,294,4,76,47
192,294,5,3,00
192,294,6,13,19
4,294,1,98,64
4,294,2,3,00
4,294,3,83,64
4,294,4,77,97
4,294,5,19,00
4,294,6,18,40
114,294,1,86,84
114,294,2,2,00
114,294,3,84,03
114,294,4,75,03
114,294,5,10,00
114,294,6,12,09
144,294,1,81,38
144,294,2,1,00
144,294,3,83,60
144,294,4,79,51
144,294,5,1,00
144,294,6,8,51
129,294,1,99,79
129,294,2,3,00
129,294,3,81,49
129,294,4,77,48
129,294,5,20,00
129,294,6,6,22
18,295,1,91,34
18,295,2,2,00
18,295,3,84,22
18,295,4,79,00
18,295,5,14,00
18,295,6,10,10
91,295,1,80,00
91,295,2,1,00
91,295,3,84,83
91,295,4,78,53
91,295,5,1,00
91,295,6,5,14
81,295,1,89,83
81,295,2,3,00
81,295,3,83,85
81,295,4,76,71
81,295,5,11,00
81,295,6,11,91
143,295,1,85,02
143,295,2,1,00
143,295,3,82,79
143,295,4,76,68
143,295,5,5,00
143,295,6,10,05
122,295,1,91,20
122,295,2,3,00
122,295,3,84,04
122,295,4,76,65
122,295,5,12,00
122,295,6,12,41
2,295,1,89,11
2,295,2,1,00
2,295,3,83,63
2,295,4,75,20
2,295,5,9,00
2,295,6,17,92
162,295,1,97,52
162,295,2,1,00
162,295,3,81,19
162,295,4,76,44
162,295,5,19,00
162,295,6,6,54
66,295,1,97,29
66,295,2,3,00
66,295,3,84,92
66,295,4,76,97
66,295,5,18,00
66,295,6,10,74
52,295,1,81,56
52,295,2,3,00
52,295,3,81,95
52,295,4,77,51
52,295,5,3,00
52,295,6,9,81
151,295,1,91,78
151,295,2,2,00
151,295,3,84,97
151,295,4,75,38
151,295,5,15,00
71,337,2,3,00
71,337,3,82,27
71,337,4,78,98
71,337,5,2,00
71,337,6,13,33
65,337,1,87,61
65,337,2,2,00
65,337,3,83,77
65,337,4,75,19
65,337,5,8,00
65,337,6,13,59
110,337,1,85,73
110,337,2,2,00
110,337,3,84,25
110,337,4,78,64
110,337,5,6,00
110,337,6,6,03
66,337,1,97,83
66,337,2,3,00
66,337,3,82,36
66,337,4,79,92
66,337,5,19,00
66,337,6,12,32
25,337,1,82,52
25,337,2,1,00
25,337,3,84,35
25,337,4,78,52
25,337,5,4,00
25,337,6,9,29
127,338,1,98,19
127,338,2,2,00
127,338,3,81,78
127,338,4,78,49
127,338,5,20,00
127,338,6,12,74
65,338,1,84,31
65,338,2,2,00
65,338,3,80,42
65,338,4,75,22
65,338,5,4,00
65,338,6,12,24
148,338,1,80,43
148,338,2,2,00
148,338,3,80,57
148,338,4,77,52
148,338,5,1,00
148,338,6,17,82
31,338,1,92,21
31,338,2,3,00
31,338,3,81,08
31,338,4,76,17
31,338,5,13,00
31,338,6,5,39
7,338,1,88,36
7,338,2,2,00
7,338,3,81,32
7,338,4,75,89
7,338,5,6,00
7,338,6,9,25
117,338,1,93,94
117,338,2,3,00
117,338,3,84,14
117,338,4,78,64
117,338,5,16,00
117,338,6,17,70
81,338,1,90,89
81,338,2,1,00
81,338,3,84,32
81,338,4,76,09
81,338,5,10,00
81,338,6,13,56
43,338,1,93,70
43,338,2,1,00
43,338,3,80,30
43,338,4,77,79
43,338,5,15,00
43,338,6,8,41
200,338,1,88,74
200,338,2,1,00
200,338,3,83,65
200,338,4,77,06
200,338,5,7,00
200,338,6,5,73
15,338,1,97,56
15,338,2,2,00
15,338,3,82,82
15,338,4,78,08
15,338,5,18,00
15,338,6,10,60
70,338,1,91,60
70,338,2,3,00
70,338,3,82,79
70,338,4,77,92
70,338,5,12,00
70,338,6,18,36
141,338,1,84,17
141,338,2,3,00
141,338,3,81,22
141,338,4,76,93
141,338,5,2,00
141,338,6,5,64
24,338,1,92,41
24,338,2,1,00
24,338,3,83,71
24,338,4,79,92
24,338,5,14,00
24,338,6,17,01
7,338,1,88,82
7,338,2,2,00
7,338,3,84,21
7,338,4,79,66
7,338,5,8,00
7,338,6,5,92
52,338,1,91,43
52,338,2,1,00
52,338,3,81,70
52,338,4,75,16
52,338,5,11,00
52,338,6,11,18
183,338,1,90,87
183,338,2,2,00
183,338,3,82,14
183,338,4,77,75
183,338,5,9,00
183,338,6,15,67
141,338,1,87,49
141,338,2,2,00
141,338,3,83,91
141,338,4,77,16
141,338,5,5,00
141,338,6,8,90
12,338,1,98,03
12,338,2,1,00
12,338,3,81,66
12,338,4,75,25
12,338,5,19,00
12,338,6,10,54
101,338,1,84,28
101,338,2,3,00
101,338,3,84,92
101,338,4,79,04
101,338,5,3,00
101,338,6,17,98
4,338,1,94,06
4,338,2,3,00
4,338,3,81,06
4,338,4,76,05
4,338,5,17,00
4,338,6,13,77
107,339,1,89,15
107,339,2,2,00
107,339,3,84,00
107,339,4,75,63
107,339,5,7,00
107,339,6,12,07
155,339,1,86,54
155,339,2,3,00
155,339,3,82,70
155,339,4,76,40
155,339,5,5,00
155,339,6,15,54
157,339,1,92,03
157,339,2,1,00
157,339,3,81,12
157,339,4,75,36
157,339,5,13,00
157,339,6,14,63
91,339,1,91,11
91,339,2,1,00
91,339,3,80,10
91,339,4,75,89
91,339,5,10,00
91,339,6,19,27
130,339,1,85,20
130,339,2,3,00
130,339,3,84,93
130,339,4,78,26
130,339,5,3,00
130,339,6,14,20
186,339,1,90,63
186,339,2,1,00
186,339,3,83,78
186,339,4,75,56
186,339,5,9,00
186,339,6,5,27
64,339,1,99,77
64,339,2,3,00
64,339,3,84,95
64,339,4,78,96
64,339,5,20,00
64,339,6,5,88
21,339,1,93,78
21,339,2,3,00
21,339,3,84,58
21,339,4,75,76
21,339,5,16,00
21,339,6,5,14
126,339,1,91,28
126,339,2,1,00
126,339,3,81,02
126,339,4,77,12
126,339,5,11,00
126,339,6,10,84
138,339,1,96,06
138,339,2,3,00
138,339,3,80,88
138,339,4,78,34
138,339,5,18,00
138,339,6,15,80
103,339,1,91,33
103,339,2,1,00
103,339,3,83,96
103,339,4,77,29
103,339,5,12,00
103,339,6,8,33
148,339,1,92,29
148,339,2,1,00
148,339,3,84,86
148,339,4,78,82
148,339,5,14,00
148,339,6,15,81
139,339,1,98,21
139,339,2,3,00
139,339,3,83,38
139,339,4,78,17
139,339,5,19,00
139,339,6,5,09
167,339,1,82,98
167,339,2,1,00
167,339,3,82,78
167,339,4,79,35
167,339,5,2,00
167,339,6,7,33
120,339,1,82,45
120,339,2,2,00
120,339,3,81,31
120,339,4,79,44
120,339,5,1,00
120,339,6,8,13
49,339,1,87,08
49,339,2,1,00
49,339,3,82,92
49,339,4,75,10
49,339,5,6,00
49,339,6,10,02
181,339,1,92,96
181,339,2,2,00
181,339,3,83,37
181,339,4,78,66
181,339,5,15,00
181,339,6,15,60
171,339,1,85,40
171,339,2,1,00
171,339,3,81,51
171,339,4,75,85
171,339,5,4,00
171,339,6,7,50
82,348,3,83,60
82,348,4,79,11
82,348,5,15,00
82,348,6,6,30
160,348,1,84,61
160,348,2,2,00
160,348,3,80,85
160,348,4,75,94
160,348,5,8,00
160,348,6,15,64
135,348,1,99,77
135,348,2,1,00
135,348,3,82,69
135,348,4,79,88
135,348,5,20,00
135,348,6,13,30
73,348,1,82,75
73,348,2,2,00
73,348,3,84,05
73,348,4,76,66
73,348,5,6,00
73,348,6,5,05
100,348,1,82,15
100,348,2,2,00
100,348,3,81,40
100,348,4,79,77
100,348,5,4,00
100,348,6,18,71
44,348,1,85,72
44,348,2,1,00
44,348,3,83,82
44,348,4,77,85
44,348,5,10,00
44,348,6,10,85
166,348,1,84,79
166,348,2,3,00
166,348,3,80,76
166,348,4,79,02
166,348,5,9,00
166,348,6,6,04
191,348,1,81,43
191,348,2,2,00
191,348,3,81,20
191,348,4,75,17
191,348,5,2,00
191,348,6,5,80
185,348,1,90,34
185,348,2,1,00
185,348,3,81,86
185,348,4,76,78
185,348,5,14,00
185,348,6,8,57
19,348,1,87,32
19,348,2,1,00
19,348,3,80,40
19,348,4,76,71
19,348,5,12,00
19,348,6,12,78
1,348,1,96,91
1,348,2,2,00
1,348,3,83,16
1,348,4,78,05
1,348,5,19,00
1,348,6,17,60
90,349,1,84,34
90,349,2,1,00
90,349,3,81,01
90,349,4,79,82
90,349,5,5,00
90,349,6,13,80
137,349,1,91,28
137,349,2,1,00
137,349,3,80,03
137,349,4,77,41
137,349,5,11,00
137,349,6,11,15
68,349,1,92,72
68,349,2,1,00
68,349,3,83,07
68,349,4,77,36
68,349,5,14,00
68,349,6,17,16
193,349,1,89,96
193,349,2,3,00
193,349,3,80,98
193,349,4,78,33
193,349,5,8,00
193,349,6,14,83
175,349,1,93,99
175,349,2,1,00
175,349,3,80,72
175,349,4,76,89
175,349,5,17,00
175,349,6,5,97
128,349,1,98,28
128,349,2,3,00
128,349,3,81,09
128,349,4,78,94
128,349,5,20,00
128,349,6,7,08
154,349,1,80,33
154,349,2,2,00
154,349,3,84,49
154,349,4,75,12
154,349,5,1,00
154,349,6,14,96
44,349,1,92,39
44,349,2,1,00
44,349,3,83,74
44,349,4,76,16
44,349,5,13,00
44,349,6,10,07
49,349,1,84,34
49,349,2,2,00
49,349,3,82,15
49,349,4,77,96
49,349,5,4,00
49,349,6,11,56
99,349,1,81,89
99,349,2,3,00
99,349,3,82,14
99,349,4,79,28
99,349,5,2,00
99,349,6,11,85
72,349,1,91,72
72,349,2,2,00
72,349,3,81,52
72,349,4,78,88
72,349,5,12,00
72,349,6,11,13
135,349,1,92,78
135,349,2,2,00
135,349,3,80,21
135,349,4,79,73
135,349,5,15,00
135,349,6,6,34
102,349,1,93,80
102,349,2,1,00
102,349,3,82,65
102,349,4,76,43
102,349,5,16,00
102,349,6,15,89
47,349,1,82,26
47,349,2,3,00
47,349,3,80,43
47,349,4,75,06
47,349,5,3,00
47,349,6,17,57
66,349,1,90,70
66,349,2,3,00
66,349,3,84,98
66,349,4,76,30
66,349,5,9,00
66,349,6,19,95
15,349,1,97,38
15,349,2,3,00
15,349,3,84,28
15,349,4,79,33
15,349,5,19,00
15,349,6,9,19
113,349,1,94,39
113,349,2,2,00
113,349,3,83,75
113,349,4,78,10
113,349,5,18,00
113,349,6,16,06
86,349,1,89,72
86,349,2,2,00
86,349,3,80,14
86,349,4,78,34
86,349,5,7,00
86,349,6,7,48
8,349,1,85,07
8,349,2,3,00
8,349,3,84,33
8,349,4,76,33
8,349,5,6,00
8,349,6,12,28
129,349,1,90,97
129,349,2,3,00
129,349,3,81,67
129,349,4,75,87
129,349,5,10,00
129,349,6,10,72
34,350,1,88,69
34,350,2,1,00
34,350,3,80,90
34,350,4,77,10
34,350,5,6,00
34,350,6,19,03
10,350,1,84,39
10,350,2,3,00
10,350,3,83,59
10,350,4,77,99
10,350,5,3,00
10,350,6,5,83
164,350,1,81,40
164,350,2,1,00
164,350,3,84,81
164,350,4,77,40
164,350,5,2,00
164,350,6,16,37
73,350,1,90,07
73,350,2,1,00
73,350,3,83,26
73,350,4,78,81
73,350,5,7,00
73,350,6,18,97
42,350,1,94,05
42,350,2,2,00
42,350,3,84,93
42,350,4,77,05
42,350,5,11,00
42,350,6,7,32
184,350,1,99,92
184,350,2,3,00
184,350,3,81,50
184,350,4,78,61
184,350,5,20,00
184,350,6,18,39
35,350,1,88,16
35,350,2,1,00
35,350,3,82,60
35,350,4,75,01
35,350,5,5,00
35,350,6,16,85
118,350,1,98,42
118,350,2,3,00
118,350,3,80,02
118,350,4,77,97
118,350,5,18,00
118,350,6,5,58
12,350,1,80,04
12,350,2,1,00
12,350,3,80,04
12,350,4,79,42
12,350,5,1,00
12,350,6,12,80
7,350,1,90,50
7,350,2,3,00
7,350,3,83,70
7,350,4,79,54
7,350,5,8,00
7,350,6,18,75
196,350,1,85,62
196,350,2,1,00
196,350,3,84,84
196,350,4,77,05
196,350,5,4,00
196,350,6,18,13
173,350,1,99,06
173,350,2,2,00
173,350,3,83,18
173,350,4,79,21
173,350,5,19,00
173,350,6,11,30
13,350,1,93,18
131,295,3,84,02
131,295,4,75,45
131,295,5,7,00
131,295,6,7,94
80,295,1,91,23
80,295,2,2,00
80,295,3,80,82
80,295,4,75,23
80,295,5,13,00
80,295,6,8,40
109,295,1,82,40
109,295,2,1,00
109,295,3,83,79
109,295,4,76,29
109,295,5,4,00
109,295,6,15,78
130,295,1,94,95
130,295,2,1,00
130,295,3,84,56
130,295,4,79,02
130,295,5,17,00
130,295,6,13,17
9,295,1,89,01
9,295,2,2,00
9,295,3,84,00
9,295,4,78,28
9,295,5,8,00
9,295,6,8,37
156,295,1,81,09
156,295,2,3,00
156,295,3,81,60
156,295,4,75,42
156,295,5,2,00
156,295,6,18,96
124,295,1,93,92
124,295,2,2,00
124,295,3,82,13
124,295,4,78,38
124,295,5,16,00
124,295,6,13,27
50,295,1,88,09
50,295,2,2,00
50,295,3,82,21
50,295,4,76,13
50,295,5,6,00
50,295,6,12,04
149,295,1,98,14
149,295,2,3,00
149,295,3,81,38
149,295,4,79,70
149,295,5,20,00
149,295,6,10,61
124,296,1,98,71
124,296,2,1,00
124,296,3,82,07
124,296,4,76,58
124,296,5,17,00
124,296,6,12,78
100,296,1,85,05
100,296,2,3,00
100,296,3,81,87
100,296,4,77,96
100,296,5,7,00
100,296,6,6,39
23,296,1,92,66
23,296,2,1,00
23,296,3,83,90
23,296,4,79,49
23,296,5,12,00
23,296,6,14,53
79,296,1,89,87
79,296,2,3,00
79,296,3,83,54
79,296,4,79,42
79,296,5,10,00
79,296,6,10,76
126,296,1,80,10
126,296,2,1,00
126,296,3,83,09
126,296,4,77,50
126,296,5,1,00
126,296,6,9,81
166,296,1,89,92
166,296,2,3,00
166,296,3,82,38
166,296,4,75,15
166,296,5,11,00
166,296,6,16,20
143,296,1,94,19
143,296,2,3,00
143,296,3,82,69
143,296,4,79,70
143,296,5,14,00
143,296,6,11,14
189,296,1,99,32
189,296,2,1,00
189,296,3,83,49
189,296,4,78,33
189,296,5,19,00
189,296,6,7,97
52,296,1,82,08
52,296,2,3,00
52,296,3,81,64
52,296,4,79,90
52,296,5,3,00
52,296,6,8,44
153,296,1,99,37
153,296,2,3,00
153,296,3,80,35
153,296,4,78,58
153,296,5,20,00
153,296,6,10,13
35,296,1,85,37
35,296,2,1,00
35,296,3,80,56
35,296,4,75,90
35,296,5,8,00
35,296,6,14,45
105,296,1,98,99
105,296,2,3,00
105,296,3,82,07
105,296,4,77,04
105,296,5,18,00
105,296,6,15,00
9,296,1,84,02
9,296,2,1,00
9,296,3,82,05
9,296,4,78,54
9,296,5,5,00
9,296,6,17,76
168,296,1,98,59
168,296,2,2,00
168,296,3,81,86
168,296,4,78,46
168,296,5,16,00
168,296,6,6,21
165,296,1,84,54
165,296,2,3,00
165,296,3,81,19
165,296,4,76,41
165,296,5,6,00
165,296,6,10,02
189,296,1,93,40
189,296,2,1,00
189,296,3,84,86
189,296,4,79,09
189,296,5,13,00
189,296,6,7,39
187,296,1,81,86
187,296,2,2,00
187,296,3,84,54
187,296,4,75,52
187,296,5,2,00
187,296,6,12,43
101,296,1,83,93
101,296,2,3,00
101,296,3,83,00
101,296,4,78,40
101,296,5,4,00
101,296,6,15,47
86,296,1,87,16
86,296,2,1,00
86,296,3,83,87
171,95,4,75,70
86,296,4,77,13
86,296,5,9,00
86,296,6,14,97
198,296,1,98,02
198,296,2,2,00
198,296,3,81,07
198,296,4,78,53
198,296,5,15,00
198,296,6,19,80
74,297,1,98,21
74,297,2,1,00
74,297,3,81,87
74,297,4,77,76
74,297,5,19,00
74,297,6,17,41
37,297,1,85,62
37,297,2,3,00
37,297,3,82,17
37,297,4,77,45
37,297,5,3,00
37,297,6,12,47
14,297,1,96,59
14,297,2,2,00
14,297,3,82,70
14,297,4,78,46
14,297,5,16,00
14,297,6,6,93
40,297,1,92,79
40,297,2,1,00
40,297,3,81,77
40,297,4,75,28
40,297,5,8,00
40,297,6,8,24
102,297,1,96,66
102,297,2,3,00
102,297,3,84,11
102,297,4,78,55
102,297,5,17,00
102,297,6,7,78
131,297,1,86,13
131,297,2,3,00
131,297,3,84,58
131,297,4,79,85
131,297,5,4,00
131,297,6,16,12
34,297,1,91,99
34,297,2,2,00
34,297,3,80,71
34,297,4,78,70
34,297,5,7,00
34,297,6,11,47
149,297,1,97,42
149,297,2,2,00
149,297,3,84,45
149,297,4,79,05
149,297,5,18,00
149,297,6,8,78
54,297,1,96,30
54,297,2,3,00
54,297,3,81,18
54,297,4,76,90
54,297,5,15,00
54,297,6,14,08
68,297,1,96,20
68,297,2,2,00
68,297,3,82,11
68,297,4,79,27
68,297,5,14,00
68,297,6,10,65
189,297,1,93,02
189,297,2,1,00
189,297,3,81,23
189,297,4,75,35
189,297,5,9,00
189,297,6,15,53
170,297,1,88,81
170,297,2,1,00
170,297,3,81,90
170,297,4,79,70
170,297,5,5,00
170,297,6,16,35
65,297,1,80,21
65,297,2,3,00
65,297,3,81,64
65,297,4,79,39
65,297,5,1,00
65,297,6,13,00
63,297,1,83,33
63,297,2,1,00
63,297,3,84,38
63,297,4,79,43
63,297,5,2,00
63,297,6,18,94
175,214,4,76,06
175,214,5,4,00
165,297,4,79,98
165,297,5,20,00
165,297,6,13,84
131,297,1,93,68
131,297,2,2,00
131,297,3,83,78
131,297,4,78,62
131,297,5,11,00
131,297,6,16,12
129,297,1,94,17
129,297,2,3,00
129,297,3,80,38
129,297,4,75,97
129,297,5,13,00
129,297,6,7,00
147,297,1,90,35
147,297,2,2,00
147,297,3,81,91
147,297,4,79,64
147,297,5,6,00
147,297,6,15,76
194,297,1,93,63
194,297,2,1,00
194,297,3,84,72
194,297,4,75,60
194,297,5,10,00
194,297,6,5,88
121,298,1,85,27
121,298,2,3,00
121,298,3,84,96
121,298,4,78,83
121,298,5,6,00
121,298,6,18,23
177,298,1,87,03
177,298,2,3,00
177,298,3,80,97
177,298,4,79,14
177,298,5,10,00
177,298,6,14,08
121,298,1,82,19
121,298,2,1,00
121,298,3,83,49
121,298,4,79,65
121,298,5,1,00
121,298,6,11,16
177,93,1,96,80
177,93,2,1,00
126,298,1,89,56
126,298,2,1,00
126,298,3,83,66
126,298,4,78,77
126,298,5,14,00
126,298,6,6,55
185,298,1,86,42
185,298,2,3,00
185,298,3,80,27
185,298,4,78,54
185,298,5,8,00
186,93,2,1,00
186,93,3,82,00
185,298,6,12,23
177,298,1,85,79
177,298,2,3,00
177,298,3,83,14
177,298,4,77,42
177,298,5,7,00
177,298,6,8,15
127,298,1,98,25
127,298,2,1,00
127,298,3,83,99
127,298,4,76,24
127,298,5,18,00
127,298,6,19,55
181,298,1,88,92
181,298,2,1,00
181,298,3,84,95
181,298,4,78,74
181,298,5,12,00
181,298,6,5,25
164,298,1,94,07
164,298,2,3,00
164,298,3,82,21
164,298,4,78,18
164,298,5,16,00
164,298,6,9,50
84,298,1,98,81
84,298,2,3,00
84,298,3,84,69
84,298,4,76,92
84,298,5,19,00
84,298,6,10,62
41,298,1,85,05
41,298,2,3,00
41,298,3,82,49
41,298,4,75,81
41,298,5,5,00
41,298,6,5,41
175,298,1,86,70
175,298,2,2,00
175,298,3,84,03
175,298,4,79,20
175,298,5,9,00
175,298,6,17,78
45,298,1,90,94
45,298,2,3,00
45,298,3,83,28
45,298,4,79,43
45,298,5,15,00
45,298,6,10,52
83,298,1,99,25
83,298,2,2,00
83,298,3,82,89
83,298,4,75,98
83,298,5,20,00
83,298,6,13,98
175,298,1,84,23
175,298,2,1,00
175,298,3,80,19
175,298,4,78,29
175,298,5,4,00
175,298,6,5,21
122,298,1,82,29
122,298,2,2,00
122,298,3,81,83
122,298,4,75,56
122,298,5,2,00
122,298,6,15,89
171,298,1,84,02
171,298,2,3,00
171,298,3,80,46
171,298,4,76,57
171,298,5,3,00
171,298,6,13,58
90,298,1,89,23
90,298,2,1,00
90,298,3,81,94
90,298,4,78,35
90,298,5,13,00
90,298,6,7,96
9,298,1,98,10
9,298,2,2,00
9,298,3,80,83
9,298,4,75,82
9,298,5,17,00
9,298,6,14,46
130,298,1,87,60
130,298,2,3,00
49,92,1,82,90
130,298,3,82,73
49,92,3,83,40
130,298,4,78,16
130,298,5,11,00
130,298,6,6,12
98,299,1,82,85
98,299,2,2,00
98,299,3,84,57
98,299,4,77,92
98,299,5,4,00
98,299,6,17,94
105,299,1,95,22
105,299,2,2,00
105,299,3,81,82
105,299,4,79,92
105,299,5,17,00
105,299,6,11,41
127,299,1,85,92
127,299,2,1,00
127,299,3,84,57
127,299,4,77,05
127,299,5,7,00
127,299,6,11,14
176,299,1,80,98
176,299,2,1,00
176,299,3,83,17
176,299,4,79,18
176,299,5,1,00
176,299,6,7,85
1,299,1,89,56
1,299,2,2,00
1,299,3,81,56
1,299,4,77,43
1,299,5,10,00
1,299,6,7,29
38,299,1,96,45
38,299,2,1,00
38,299,3,82,75
38,299,4,78,80
38,299,5,18,00
38,299,6,17,29
87,299,1,82,61
87,299,2,1,00
87,299,3,83,14
87,299,4,78,23
87,299,5,3,00
87,299,6,5,16
31,299,1,91,32
31,299,2,2,00
31,299,3,83,83
31,299,4,76,91
31,299,5,12,00
31,299,6,9,22
15,299,1,83,42
15,299,2,1,00
15,299,3,82,76
15,299,4,79,85
15,299,5,6,00
15,299,6,5,34
126,299,1,99,86
126,299,2,3,00
126,299,3,81,21
126,299,4,75,70
126,299,5,20,00
126,299,6,6,39
62,299,1,98,88
62,299,2,3,00
62,299,3,84,80
62,299,4,76,33
62,299,5,19,00
62,299,6,8,14
79,299,1,89,26
79,299,2,3,00
79,299,3,80,38
79,299,4,79,58
79,299,5,9,00
79,299,6,17,78
54,299,1,81,29
54,299,2,2,00
54,299,3,83,77
54,299,4,75,98
54,299,5,2,00
54,299,6,12,28
89,299,1,92,92
89,299,2,2,00
89,299,3,83,58
89,299,4,75,24
89,299,5,15,00
89,299,6,18,81
124,299,1,90,27
124,299,2,3,00
124,299,3,81,06
124,299,4,78,65
124,299,5,11,00
124,299,6,7,34
16,299,1,94,74
16,299,2,2,00
16,299,3,84,11
16,299,4,77,97
16,299,5,16,00
16,299,6,17,86
108,299,1,83,35
108,299,2,1,00
108,299,3,83,50
108,299,4,79,69
108,299,5,5,00
108,299,6,7,87
22,257,6,12,09
78,257,1,93,63
113,260,4,78,15
154,299,4,79,81
154,299,5,8,00
154,299,6,10,02
21,299,1,91,98
21,299,2,1,00
21,299,3,81,29
21,299,4,75,78
21,299,5,13,00
21,299,6,10,35
7,300,1,96,57
7,300,2,2,00
7,300,3,81,75
7,300,4,79,88
7,300,5,18,00
7,300,6,15,42
42,300,1,95,13
42,300,2,2,00
42,300,3,80,34
42,300,4,75,99
42,300,5,15,00
42,300,6,17,24
103,300,1,91,71
103,300,2,1,00
103,300,3,80,51
103,300,4,76,01
